congress,delsouth,fips,geom_id,inc,king_dist,lewis_dist,name,turnout,vote_share,year
55,1,48,55048003,,3.0,3,texas,21208.0,1.0,1896.0
55,1,48,55048004,,4.0,4,texas,23655.0,0.8533924999999999,1896.0
55,1,48,55048005,,5.0,5,texas,41658.0,0.6821259,1896.0
55,1,48,55048006,,6.0,6,texas,33144.0,1.0,1896.0
55,1,48,55048007,,7.0,7,texas,37783.0,0.6921366999999999,1896.0
55,1,48,55048008,,8.0,8,texas,20935.0,1.0,1896.0
55,1,48,55048009,,9.0,9,texas,31876.0,0.6393839,1896.0
55,1,48,55048010,,10.0,10,texas,33153.0,0.4752813,1896.0
55,1,48,55048011,,11.0,11,texas,37508.0,0.5081316,1896.0
55,1,48,55048012,,12.0,12,texas,28302.0,0.5209526,1896.0
55,1,48,55048013,,13.0,13,texas,37207.0,0.6178406999999999,1896.0
55,0,21,55021001,,1.0,1,kentucky,27650.0,0.5355515000000001,1896.0
55,0,21,55021002,,2.0,2,kentucky,40811.0,0.5766828,1896.0
55,0,21,55021003,,3.0,3,kentucky,38994.0,0.5044366,1896.0
55,0,21,55021004,,4.0,4,kentucky,41877.0,0.5171096,1896.0
55,0,21,55021005,,5.0,5,kentucky,44930.0,0.3817049000000001,1896.0
55,0,21,55021006,,6.0,6,kentucky,28298.0,0.5887342,1896.0
55,0,21,55021007,,7.0,7,kentucky,18826.0,1.0,1896.0
55,0,21,55021008,,8.0,8,kentucky,33739.0,0.4632325,1896.0
55,0,21,55021009,,9.0,9,kentucky,43605.0,0.4951496,1896.0
55,0,21,55021010,,10.0,10,kentucky,33649.0,0.5186781,1896.0
55,0,21,55021011,,11.0,11,kentucky,35269.0,0.3651365,1896.0
55,0,24,55024001,,1.0,1,maryland,17969.0,0.0,1896.0
55,0,24,55024002,,2.0,2,maryland,28530.0,0.0,1896.0
55,0,24,55024003,,3.0,3,maryland,38648.0,0.4133978,1896.0
55,0,24,55024004,,4.0,4,maryland,41323.0,0.3974542,1896.0
55,0,24,55024005,,5.0,5,maryland,34396.0,0.4489476,1896.0
55,0,24,55024006,,6.0,6,maryland,41237.0,0.4567985,1896.0
55,0,47,55047001,,1.0,1,tennessee,39031.0,0.3575619,1896.0
55,0,47,55047002,,2.0,2,tennessee,37560.0,0.2515442,1896.0
55,0,47,55047003,,3.0,3,tennessee,37214.0,0.5239425999999999,1896.0
55,0,47,55047004,,4.0,4,tennessee,30339.0,0.595603,1896.0
55,0,47,55047005,,5.0,5,tennessee,25089.0,0.6412770999999999,1896.0
55,0,47,55047006,,6.0,6,tennessee,17646.0,1.0,1896.0
55,0,47,55047007,,7.0,7,tennessee,26178.0,0.589579,1896.0
55,0,47,55047008,,8.0,8,tennessee,29787.0,0.5562158,1896.0
55,0,47,55047009,,9.0,9,tennessee,19138.0,1.0,1896.0
55,0,47,55047010,,10.0,10,tennessee,10924.0,1.0,1896.0
55,0,54,55054001,,1.0,1,west virginia,46919.0,0.4622221,1896.0
55,0,54,55054002,,2.0,2,west virginia,48749.0,0.4769123,1896.0
55,0,54,55054003,,3.0,3,west virginia,55306.0,0.4706361,1896.0
55,0,54,55054004,,4.0,4,west virginia,48716.0,0.4880122,1896.0
55,0,8,55008001,,1.0,1,colorado,,,1896.0
55,0,8,55008002,,2.0,2,colorado,,,1896.0
55,0,16,55016000,,98.0,0,idaho,,,1896.0
55,0,30,55030000,,98.0,0,montana,,,1896.0
55,0,32,55032000,,98.0,0,nevada,,,1896.0
55,0,49,55049000,,98.0,0,utah,47456.0,1.0,1896.0
55,0,56,55056000,,98.0,0,wyoming,20354.0,0.5065343,1896.0
55,0,6,55006001,,1.0,1,california,34154.0,0.4780699000000001,1896.0
55,0,6,55006002,,2.0,2,california,43047.0,0.5676121000000001,1896.0
55,0,6,55006003,,3.0,3,california,19778.0,0.0,1896.0
55,0,6,55006004,,4.0,4,california,30014.0,0.6355034,1896.0
55,0,6,55006005,,5.0,5,california,29845.0,0.3516167,1896.0
55,0,6,55006006,,6.0,6,california,,,1896.0
55,0,6,55006007,,7.0,7,california,,,1896.0
55,0,41,55041001,,1.0,1,oregon,27269.0,0.2902197,1896.0
55,0,41,55041002,,2.0,2,oregon,19716.0,0.3600629,1896.0
55,0,53,55053000,,97.0,0,washington,,,1896.0
55,0,53,55053000,,98.0,0,washington,,,1896.0
56,0,9,56009001,-1.0,1.0,1,connecticut,32338.0,0.418084,1898.0
56,0,9,56009002,-1.0,2.0,2,connecticut,50560.0,0.4659019,1898.0
56,0,9,56009003,-1.0,3.0,3,connecticut,20725.0,0.4104704000000001,1898.0
56,0,9,56009004,-1.0,4.0,4,connecticut,41461.0,0.4282096,1898.0
56,0,23,56023001,-1.0,1.0,1,maine,23670.0,0.38327,1898.0
56,0,23,56023002,-1.0,2.0,2,maine,23275.0,0.34913,1898.0
56,0,23,56023003,-1.0,3.0,3,maine,19488.0,0.3404146,1898.0
56,0,23,56023004,-1.0,4.0,4,maine,17914.0,0.30892040000000004,1898.0
56,0,25,56025001,-1.0,1.0,1,massachusetts,23075.0,0.3796316,1898.0
56,0,25,56025002,-1.0,2.0,2,massachusetts,21381.0,0.3766896,1898.0
56,0,25,56025003,-1.0,3.0,3,massachusetts,22175.0,0.5035851,1898.0
56,0,25,56025004,-1.0,4.0,4,massachusetts,22896.0,0.3705887,1898.0
56,0,25,56025005,-1.0,5.0,5,massachusetts,28453.0,0.4820581,1898.0
56,0,25,56025006,-1.0,6.0,6,massachusetts,19529.0,0.3090276,1898.0
56,0,25,56025007,0.0,7.0,7,massachusetts,28897.0,0.4269647,1898.0
56,0,25,56025008,-1.0,8.0,8,massachusetts,20781.0,0.2813147,1898.0
